question,answer,source,generated_by
What are the required URLs for configuring Incorta as an SAML2 IdP?,The required URLs are: - onelogin.saml2.strict = false - onelogin.saml2.sp.entityid = <the configured entity ID> - onelogin.saml2.sp.assertion_consumer_service.url = <the configured assertion consumer URL> - onelogin.saml2.sp.assertion_consumer_service.binding = urn:oasis:names:tc:SAML:2.0:bindings:HTTP-Redirect - onelogin.saml2.sp.single_logout_service.url = <incorta-url>/logout.jsp?redirectUrl= - onelogin.saml2.sp.single_logout_service.binding = urn:oasis:names:tc:SAML:2.0:bindings:HTTP-Redirect - onelogin.saml2.idp.entityid = <Azure AD Identifier copied from the previous step> - onelogin.saml2.idp.single_sign_on_service.url = <login URL copied from the previous step> - onelogin.saml2.security.want_nameid = false - onelogin.saml2.idp.single_sign_on_service.binding = urn:oasis:names:tc:SAML:2.0:bindings:HTTP-Redirect,https://incorta.atlassian.net/wiki/spaces/INC/pages/3583770625/Integrating+Azure+Active+Directory+AzureAD+as+SAML2+SSO+IdP,ai_model
What is the format of the Base64-encoded certificate file for Azure AD SAML Toolkit?,The Base64-encoded certificate file should be in the following format: ``` -----BEGIN CERTIFICATE----- ... ( omitted base64 encoded string ) -----END CERTIFICATE----- ```,https://incorta.atlassian.net/wiki/spaces/INC/pages/3583770625/Integrating+Azure+Active+Directory+AzureAD+as+SAML2+SSO+IdP,ai_model
What is required to configure Okta as a provider in CMC?,"To configure Okta as a provider, follow the instructions in the document and download the necessary metadata file.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
How do I update the XML for my Okta metadata?,Update the XML by copying it into an online XML formatter (e.g. https://www.freeformatter.com/xml-formatter.html) and modifying the tags to match your entity ID URL.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What are the steps to enable SSO in CMC after configuring Okta as a provider?,"To enable SSO, navigate to Security tab in tenant configurations in CMC, select the Okta provider from the dropdown list, and restart Analytics and Loader services.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
How do I configure auto-provisioning for SSO users assigned in step 23 here?,"To enable auto-provisioning, navigate to Incorta Analytics → Security tab, create a new user with the same email as the SSO user’s email. If auto provision is on, users created in Incorta will not be able to sign in; otherwise, they can login after creating an SSO user.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What are the steps to configure OneLogin (SAML2) Provider?,"To configure OneLogin, follow these steps: 1. Navigate to Onelogin.com and select ""Free Trial"". 2. Fill in your information to start the free trial. 3. Search for SAML and select “SAML Custom Connector (Advanced)”, then save it. 4. Navigate to Configuration → ACS (Consumer) URL Validator* and write your environment link. 5. Write your Tenant Link to include in SAML assertion. 6. Select “Configured by admin” and add the user, check for Include in SAML assertion, and save. 7. Download the SAML metadata.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What are the properties of the OneLogin metadata file?,"The OneLogin metadata file has properties such as onelogin.saml2.strict = false, onelogin.saml2.debug = true, onelogin.saml2.sp.entityid = https://app.onelogin.com/saml/metadata/d0e2e45f-b581-46da-adeb-98ae0184c16f.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What are the steps to map metadata properties to a configuration file?,"Copy the following properties file into a Notepad/Editor: onelogin.saml2.strict = false, onelogin.saml2.debug = true, onelogin.saml2.sp.entityid = https://app.onelogin.com/saml/metadata/d0e2e45f-b581-46da-adeb-98ae0184c16f.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
How do I update the XML for my OneLogin metadata?,"Update the XML by editing it and modifying the tags to match your entity ID URL, then save changes.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What are the properties of the SAML assertion that can be configured in Onelogin?,The following properties can be configured: * onelogin.saml2.sp.assertion_consumer_service.url = https://sso-ui-hz.clouddev3.incortalabs.com/incorta/!demo/ * onelogin.saml2.sp.assertion_consumer_service.binding = urn:oasis:names:tc:SAML:2.0:bindings:HTTP-POST * onelogin.saml2.sp.single_logout_service.url = https://sso-ui-hz.clouddev3.incortalabs.com/incorta/!demo/#/logout.jsp * onelogin.saml2.sp.single_logout_service.binding = urn:oasis:names:tc:SAML:2.0:bindings:HTTP-Redirect,https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What are the steps to configure single logout services in Onelogin?,"To configure single logout services, navigate to Incorta Analytics → Security tab and select the OneLogin SSO Provider.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
How do I map metadata properties to a configuration file for SAML2 provider?,"Copy the following properties file into a Notepad/Editor: onelogin.saml2.strict = false, onelogin.saml2.debug = true, onelogin.saml2.sp.entityid = https://app.onelogin.com/saml/metadata/d0e2e45f-b581-46da-adeb-98ae0184c16f.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What are the properties of the ACS (Consumer) URL Validator in Onelogin?,"The ACS (Consumer) URL Validator has properties such as environment link, loginName, Email, Include in SAML assertion, and user privileges.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
How do I configure auto-provisioning for OneLogin with a configured admin user?,"To enable auto-provisioning, navigate to Incorta Analytics → Security tab, create a new user, check the privilege list, add it to the User Privileges section, and save.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2898887219/Okta+OneLogin+Auth0+Setup+Instructions,ai_model
What is Pega Simulator?,"Pega Simulator is a simulator for the MOMRA customer validation service, which provides an alternative testing environment for validating customers in Incorta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
How does Pega Simulator work?,"Pega Simulator consists of three endpoints - one home page and two validation endpoints. When a user clicks on the GO TO INCORTA link, they are redirected to the second endpoint to prepare the Incorta request with an expected cookie.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
What is included in the Pega Simulator workflow?,The Pega Simulator workflow includes three steps: 1. Home page → /incorta.simulators/pega/home 2. GO TO INCORTA link to the second endpoint →/incorta.simulators/pega/incorta 3. Validation endpoint → /incorta.simulators/pega/validate,https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
What is expected in the response body of the validation endpoint?,"The expected request body for the validation endpoint contains ""RequestData"" with ""RequestorID"" set to ""UserLoginName:UserStatus"".",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
How do users prepare their requests for the validation endpoint?,"Users need to include a valid UserLoginName in the request data. Additionally, they should use their correct UserStatus.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
What is included in the expected response body of the validation endpoint?,"The expected response body contains ""ID"" and ""Status"", which can be either ""Active"", ""Inactive"", or ""Invalid"".",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
How do users handle errors in Pega Simulator?,"If an error occurs during the request, the user will receive a response with a specific status (e.g., ""Inactive"").",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
Can multiple requests be sent to Pega Simulator simultaneously?,"No, each request should have its own unique ID.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
Is there a limit on the number of simultaneous requests that can be made through Pega Simulator?,"Yes, the maximum number of simultaneous requests is not specified in the provided document. However, it's generally recommended to keep requests within a reasonable timeframe.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
Can changes to Incorta request data affect user experiences with Pega Simulator?,"No, users should not make any significant changes to their Incorta request data before starting a test session on Pega Simulator.",https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
How do users handle security settings or cookies in their browser that may interfere with Pega Simulator requests?,Users can adjust their browser's cookie settings to avoid interfering with the required cookie for valid user authentication.,https://incorta.atlassian.net/wiki/spaces/INC/pages/2423128081/Pega+Simulator+Technical+Documentation,ai_model
What is Single Sign-On (SSO) and how does it work?,"SSO is an authentication scheme that allows a user to log in with a single ID and password to any of several related, yet independent, software systems. It typically uses 2 popular standard protocols, SAML & OAuth2.0.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
Why do Incorta customers need to support Single Sign-On for user authentication?,"Many of Incorta's customers already use an identity management system that holds all enterprise employees' information in one place. Having a central repository for all employees' data makes it easier to provision those employees, enable/disable application access to certain employees, etc.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
What is the general workflow for Single Sign-On integration with Incorta?,"The general workflow involves the following steps: 1- The user browses to Incorta. 2- Incorda checks if there is an existing user session. 3- If not, the user is redirected to the identity provider (SSO provider) to login. 4- The browser redirects the user to the identity provider and asks for credentials if necessary. 5- If authenticated successfully, the SSO provider redirects back to Incorta along with a token representing the user's identity.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
What are some prerequisites for enabling Single Sign-On authentication with Incorta?,"To enable SSO authentication with Incorta, you need: 1. Refer to the SSO/identity provider on how to define Incorda as an application. 2. Update the server.xml file for the analytics service (for OktaValve) or the server.xml file under /path/to/incorta-node/services/analytics_service-uuid/conf (for Incorda installation).",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
How can I configure Single Sign-On with SAML-based SSO providers like Okta and Auth0?,You need to: 1. Remove incorta-sso.jar and incorta-onelogin.valv.jar files. 2. Ensure that the appropriate jar file is present under /path/to/incorta-node/runtime/lib.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
What is the process for updating the tenant's Authentication Type in Incorda?,"To update the tenant's authentication type, you can: 1. Perform this task through CMC or TMT (command-line tool).",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
Can I use Apple's DS Auth as a Single Sign-On provider with Incorda?,"Yes, but you need to ensure that apple-dsauth.jar is present and both incorta-sso.jar and incorta-onelogin.valv.jar are removed.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
How can I troubleshoot issues related to SSO authentication in Incorda?,You can try the following steps: 1. Check if there's an existing user session. 2. Verify that the identity provider is correctly configured.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
What configuration options are available for Single Sign-On providers like Okta and Auth0?,"These configurations typically include settings such as username/password, OAuth 2.0 authorization flow, etc. You can find more information on these options by referring to the SSO/identity provider documentation.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
Can I customize the behavior of Incorda's SSO authentication process?,"Yes, you can configure various options for customizing the behavior, such as setting up a custom login page or modifying the token generation process.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
How do I integrate Single Sign-On with multiple applications in Incorda using SAML-based SSO providers like Okta and Auth0?,"You need to ensure that the appropriate jar files are present under /path/to/incorta-node/runtime/lib, remove any unnecessary files, and configure the settings for each application.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
What is the process for removing single sign-on providers like Apple's DS Auth from Incorda?,"To remove these providers, you can: 1. Remove incorta-sso.jar and incerta-onelogin.valv.jar files. 2. Ensure that all necessary jar files are removed under /path/to/incorta-node/runtime/lib.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
Can I use a different Single Sign-On provider like Onelogin or IdentityServer with Incorda?,"Yes, but you may need to modify the server.xml file for each provider and ensure that the correct jar files are present.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
How do I update my tenant's authentication type in Incorda through TMT (command-line tool)?,You can perform this task by navigating to /path/... in TMT and updating the authentication type.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1763213371/Single-sign+on+SSO,ai_model
What is SAML Consumer URL to post Assertion Across All Environments?,"The Incorta URL followed by ""<tenant_name>"" (Example: http://<incorta_base_url>/incorta/!demo/).",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
"Which SAML flows does the application support (IDP Init, SP Init (Redirect/Post))?",Both IDP Init and SP Init.,https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
"Does the application need a cert public key, thumbprint, serial?","Yes, to be safe we need to download the metadata file downloaded from the SSO provider.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
Authentication fallback support?,"No, the application does not have authentication fallback support.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
"What is the Scopes supported by the Incorta SSO for Auth0 (OpenID, profile, email) in case of OAuth2.0?","In case of Auth0, the Scopes are OpenID, profile, and email.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
Does the application require a client redirect URI when using SAML 2.0?,"Yes, to use SAML 2.0, we need to specify the Client Redirect URI (Example: http://<incorta_base_url>/incorta/!demo/callback).",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
"Which Scopes are available for Logout in case of Auth0 (OpenID, profile, email)?","In case of Auth0, the Logout Scopes are OpenID, profile, and email.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
What is the purpose of the Tenant ID in the SAML Consumer URL?,The Tenant ID identifies the specific tenant or organization that issued the SAML assertion.,https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
"How do you handle exceptions when using SAML 2.0 with a non-tenant SSO provider (e.g., Azure AD)?","We recommend using the ""SAML 2.0"" flow, as it is more robust and handles exceptions better than the ""SP Init (Redirect/Post)"" flow.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
What should you do when a user encounters an authentication error with SAML 2.0?,"You can try clearing their browser cache and cookies, or using the Incorta login page to re-authenticate.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
How often should I verify the presence of a valid SAML Assertion in your application?,We recommend verifying the presence of a valid SAML Assertion every 60 seconds to ensure that the user is still authenticated.,https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
Can you explain the difference between SAML 2.0 and SAML 2.0 SPID (Single-Page Interactive Decision)?,"While both SAML 2.0 and SAML 2.0 SPID use the same protocol, SAML 2.0 SPID provides a more secure and seamless user experience.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
What is the recommended approach for handling SAML assertions that are expired or no longer valid?,"We recommend using the ""SP Init (Redirect/Post)"" flow with a temporary redirect URI to allow the user to re-authenticate without losing their session.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
"How do you handle cases where the SSO provider returns an error message in the SAML Assertion, such as a 401 Unauthorized or 403 Forbidden response?","We recommend using the ""SP Init (Redirect/Post)"" flow with a fallback mechanism to return a friendly error message to the user instead of logging them out.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
What are some best practices for implementing SSO with Incorta that you would like to highlight?,"We would recommend using a secure and compliant SSO protocol, such as SAML 2.0 or OpenID Connect; avoiding unnecessary redirects or re-authentication steps; and providing clear error messages in case of authentication errors.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
Can I use the same SAML Consumer URL for all applications that require SSO?,"No, each application must have its own unique SAML Consumer URL to ensure secure and isolated access to the Incorta SSO instance.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
How do you handle cases where the user has multiple accounts with different credentials or roles in the organization?,We recommend using role-based authentication to provide a seamless experience for users when accessing multiple applications that require different permissions.,https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
What is the recommended approach for implementing single sign-on (SSO) in a multi-tenancy environment with Incorta?,We would recommend using a tenant-specific SAML Consumer URL and handling user login and logout using the respective Tenant's SSO instance.,https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
Can I use third-party libraries or tools to simplify the process of integrating SSO with my application?,"Yes, we offer a range of APIs and SDKs that can help you integrate Incorta's SSO features into your application quickly and easily.",https://incorta.atlassian.net/wiki/spaces/INC/pages/3001582387/SSO+FAQ,ai_model
What is the issue when trying to login using SSO ADFS Azure and redirect it to an HTTP page?,The customer cannot log in to Incorta using SSO ADFS Azure and redirect it to the HTTP page due to a blocked regular password policy check.,https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
Can you explain why the customer doesn't follow your regular process for creating users from the Incorta UI?,"According to our documentation, the regular process assumes that SSO users are created via DirSync. However, after sync with the SSO account, we need to change both User Type and Dirty Flag in the backend.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
What is dirty flag used for in Incorta's password policy check?,"The dirty flag is set by the user type to indicate whether a user's credentials should be checked against an external source (e.g., LDAP) during password policy checks. If it's set to 1, the user will only be authenticated against the external source.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
What is the purpose of setting DirtyFlag=0 in LDAP users?,"Setting DirtyFlag=0 for LDAP users means they will be authenticated against Incorta using their own credentials, not against an external source like ADFS Azure.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
How do you update User Type and Dirty Flag from the backend to match the customer's SSO user configuration?,Users imported from LDAP with type 1 (authenticated against LDAP) need to have dirty flag set to 0 and user type changed back to internal. This is necessary because we don't want SSO users being blocked by the regular password policy check.,https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
Can you explain why users with Type=1 are not authenticated against Incorta using DirSync?,"Our documentation states that users with type 1 (authenticated against LDAP) should have dirty flag set to 0, indicating they are already internally authenticated. This prevents them from being blocked by the regular password policy check.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
What is a good practice for handling SSO users and their properties in Incorta's metadata?,"It's recommended to update user type and DirtyFlag values from the backend through Incorta metadata to ensure consistency across all users, including those imported from LDAP.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
"How do you handle cases where users are already authenticated against an external source (e.g., ADFS Azure)?","In such cases, SSO users can continue to use their existing credentials against the external source. However, they may still need to be updated with correct metadata to ensure consistency.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
What is a related issue mentioned in the documentation?,The Incorta zndesk support page (https://incorta.zendesk.com/agent/tickets/6275) and https://incorta.zendesk.com/agent/tickets/6069 mention that ignoring DirtyFlag for SSO and LDAP enabled tenants has been resolved in JIRA issue INC-12967.,https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
Can you provide more details on the recommended approach to updating user types and DirtyFlags?,"According to our documentation, users should be updated with correct metadata (e.g., from Incorta metadata) to ensure consistency across all users. This may involve changing User Type and DirtyFlag values in the backend.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
Are there any specific security considerations for handling SSO users' credentials in Incorta?,"Yes, when handling SSO users, it's essential to ensure that their credentials are properly secured. This includes updating user types and DirtyFlags with correct metadata to prevent unauthorized access.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
What is the goal of setting DirtyFlag=0 for LDAP users?,"Setting DirtyFlag=0 for LDAP users allows them to be authenticated against Incorta using their own credentials, not against an external source like ADFS Azure. This ensures they don't get blocked by the regular password policy check.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
Can you explain why using dirty flag set to 1 might cause issues with SSO?,"Using dirty flag set to 1 can prevent users from being authenticated against Incorta's own credentials, potentially causing authentication issues when trying to log in using SSO ADFS Azure and redirect it to an HTTP page.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
Are there any recommendations for troubleshooting issues related to SSO users?,"To troubleshoot issues with SSO users, try updating user types and DirtyFlags from the backend through Incorta metadata. You can also check the customer's account settings to ensure the correct configuration is in place.",https://incorta.atlassian.net/wiki/spaces/INC/pages/903676912/SSO+Login+doesn+t+work+as+expected,ai_model
What is the purpose of the `checkForInterruptions()` method in the OktaValve class?,The `checkForInterruptions()` method checks if there are any interruptions (e.g. network issues) and calls the `processValve()` method if necessary to handle them.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
How does the `processValve()` method work?,"It checks for security-related conditions, such as checking if a secure path is present in the URL, and redirects the user to Okta if necessary.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
What is the purpose of the `loginSSO` function in the `AuthServlet` class?,The `loginSSO` function is responsible for logging the user into Okta using their credentials.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
How does the `redirectToSSO()` method redirect the user to Okta?,"It retrieves a URL to redirect to Okta and adds a relay state parameter to it, which helps with authentication in Okta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
What happens when the SAMLResponse is not present in the request?,"If the SAMLResponse is missing, the `processValve()` method redirects the user to Okta again.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
How does the `doFilter` function work in the `AuthFilter` class?,"It checks for a valid session and authenticates the user only if they have one. If not, it redirects them back to Okta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
What is the purpose of the `checkForInterruptions()` method in the context of OktaValve?,"It ensures that the OktaValve handles potential interruptions (e.g., network issues) during the authentication process.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
How does the `loginSSO` function create a session for the user after successful authentication in Okta?,It creates a new session for the authenticated user and assigns it to them.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
What is the purpose of the `processValve()` method in the context of OktaValve?,"It checks for specific security-related conditions, such as secure paths and SSO-enabled tenants, and redirects the user accordingly.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
How does the `redirectToSSO()` method handle cases where the SAMLResponse is not present or missing?,"If the SAMLResponse is missing, it redirects the user to Okta again.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1975386166/SSO+Okta+valve+internals,ai_model
What type of SSO implementation is described in this document?,"A separated SSO implementation using OktaValve, which exists outside the Incorta jar and has advantages such as not requiring a new build for customer implementations.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
How does OktaValve check if a user has an active session in Incorta?,"It checks if the user has an active session by verifying that there is no existing SAML response attached to the request. If no response exists, it constructs the SAML request and redirects the browser with a 302 status code.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What happens when the user submits their username and password successfully in OktaValve?,"OktaValve creates a new session for the user by sending a redirect to the SSO URL configured in the Incorta application, which includes the tenant attached and an SAML response. This redirects the browser back to Okta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What is the role of AuthFilter in this process?,"It checks if the URL contains the tenant string, indicating that it's from the SSO authentication flow, and verifies that there is a session if not. If no session exists, it checks for an SSO-enabled tenant and logs in using AuthServlet.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
How does OktaValve handle requests to Incorta after the user logs in?,It passes the user to Incorta using the internal active session created by OktaValve when there is a request without an existing session attached.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What type of configuration is required for OktaValve to work with Incorta?,"The Incorta application needs to be configured to use the SSO implementation defined in the tomcat jar outside the jar, which includes defining the OktaValve instance and its properties.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
How does OktaValve handle requests without an existing session attached?,"It creates a new session for the user by sending a redirect back to Okta, passing the tenant string and SAML response (if any) to Okta. This redirects the browser back to the Incorta application.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What is the purpose of the AuthServlet in this process?,"It handles authentication requests to Incorta by extracting the loginName from the request and creating a session for the user with that name, which is then passed to the next layer of authentication (in this case, OktaValve).",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
How does OktaValve handle multiple requests from the same user to Incorta?,It uses the internal active session created by OktaValve when there is a request without an existing session attached. This ensures that only one session is maintained for each user.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What type of errors might occur if OktaValve is not configured correctly or has issues with the SSO implementation?,"Errors might include unable to find the tenant string in the URL, incorrect SAML response, or failed authentication attempts by Incorta after a successful login. These would prevent the application from functioning as intended.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What are some potential drawbacks of using OktaValve for SSO in this document?,"One drawback is that it's not able to use Incorta classes in OktaValve for certain features, such as getting context within the valve. This limitation affects how users can access specific features or functionality within Incorta.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
"How does OktaValve handle different types of SSO implementations (e.g., single sign-on, multi-factor authentication)?","The document doesn't provide detailed information on handling different SSO implementations. However, it implies that OktaValve supports standard SSO protocols and configurations.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What is the role of the tomcat jar in this process?,"It defines the SSO implementation (OktaValve) outside the Incorta jar, allowing customers to easily implement SSO without requiring a new build or deployment.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
How does OktaValve handle requests from browsers that don't support HTTPS?,"The document doesn't provide information on handling non-HTTPS requests. However, it mentions the use of 302 status codes in redirects within the process.",https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
What is the purpose of the SAML response in this process?,It's used as a message between Okta and Incorta to authenticate the user and establish an SSO session.,https://incorta.atlassian.net/wiki/spaces/INC/pages/1715503123/SSO+Okta+valve+overview,ai_model
